"g","and1.3_1","and1.3_2","and1.3_3","and1.3_4","and1.3_5"
"bc",6,7,6,5,5
"uva",7,7,7,7,7
"uva",2,5,5,6,1
"uva",6,6,6,6,5
"uva",5,6,6,6,2
"ufl",3,4,4,5,2
"ufl",5,6,6,6,6
"bc",5,7,6,6,4
"ufl",5,5,5,5,3
"uva",4,4,4,4,4
"ufl",5,5,6,7,5
"ufl",6,5,7,6,6
"uva",6,7,7,6,5
"ufl",3,3,6,5,4
"ufl",5,5,5,5,5
"bc",5,5,6,5,4
"ufl",6,5,5,5,3
"ufl",5,5,6,6,6
"ufl",6,5,6,7,1
"bc",4,6,5,6,2
"ufl",6,7,7,7,6
"uva",5,5,5,6,5
"bc",4,6,5,5,2
"uva",6,7,6,7,2
"uiuc",3,4,5,6,2
"uiuc",4,5,4,3,2
"uiuc",5,5,7,6,3
"uva",6,6,4,3,4
"uiuc",3,5,7,7,1
"uva",6,6,6,4,5
"uva",2,5,5,5,3
"uiuc",3,4,4,5,2
"uiuc",6,6,6,6,6
"bc",5,5,6,7,1
"bc",5,7,7,6,4
"bc",3,6,2,5,3
"tufts",5,6,5,5,5
"bc",5,7,6,5,3
"tufts",6,7,6,6,5
"bc",5,6,5,5,4
"tufts",3,2,3,5,3
"tufts",6,7,7,7,7
"bc",7,7,7,7,7
"bc",2,2,5,3,3
"ufl",7,7,7,7,7
"ufl",5,6,7,5,5
"ufl",6,6,6,5,5
"bc",5,6,5,5,3
"ufl",2,2,2,4,1
"bc",3,5,4,5,3
"bc",4,5,6,6,5
"bc",4,5,5,5,2
"ithaca",7,6,7,7,6
"ithaca",5,6,7,6,2
"ithaca",2,5,2,3,1
"marian",5,6,6,7,7
"marian",2,4,3,2,1
"marian",5,6,6,4,7
"marian",4,4,4,4,2
"marian",6,6,6,6,6
"marian",6,7,7,6,7
"marian",6,6,6,6,6
"marian",4,5,4,4,3
"marian",6,5,6,6,3
"marian",5,5,5,5,2
"ithaca",1,2,2,3,2
"ithaca",5,7,6,6,7
"ithaca",3,2,3,5,7
"ithaca",5,5,6,6,5
"ithaca",6,6,6,5,5
"ithaca",5,7,6,7,6
"ithaca",6,7,5,6,6
"ithaca",7,7,5,6,4
"ithaca",3,5,5,6,4
"ithaca",2,7,2,5,2
"ithaca",3,6,7,6,7
"ithaca",7,6,6,6,6
"ithaca",3,5,7,5,4
"ithaca",1,2,3,1,1
"ithaca",6,6,6,6,6
"ithaca",5,6,5,6,5
"psuabingtontab",1,1,2,3,1
"psuabingtontab",3,5,3,5,2
"psuabington",3,3,3,5,2
"ithaca",4,5,5,5,3
"ithaca",6,5,6,7,6
"ithaca",6,6,6,6,6
"ithaca",6,7,7,6,3
"ithaca",5,6,6,5,5
"psuabingtontab",1,3,2,2,1
"psuabingtontab",2,6,3,5,2
"psuabingtontab",6,7,5,7,5
"psuabington",3,4,4,3,3
"umich",7,7,7,7,7
"umich",5,2,6,5,2
"umich",7,7,7,7,6
"umich",5,6,5,5,5
"umich",5,2,5,3,3
"umich",4,4,6,6,4
"umich",5,5,6,6,6
"umich",2,1,3,1,1
"umich",6,4,5,5,3
"psuabington",6,7,7,6,7
"psuabington",5,5,7,6,5
"psuabington",3,6,7,6,1
"psuabingtontab",6,6,6,7,5
"ithaca",3,6,3,6,3
"ithaca",7,6,6,7,7
"psuabington",7,7,7,7,7
"psuabington",5,5,6,5,5
"ithaca",6,7,7,7,6
"ithaca",2,3,3,4,1
"ithaca",5,5,6,5,4
"umich",5,6,6,5,5
"umich",5,7,7,7,2
"occid",6,5,6,5,3
"ithaca",5,5,5,5,3
"ithaca",6,6,5,6,6
"occidtab",6,6,5,6,6
"psuabingtontab",5,5,6,5,5
"psuabingtontab",3,4,5,5,3
"psuabington",6,5,6,6,4
"psuabington",2,5,3,5,3
"ithaca",3,5,5,5,3
"williampat",5,6,6,7,3
"williampat",3,5,5,5,2
"williampat",1,1,1,1,1
"williampat",6,7,6,6,5
"umich",2,5,6,6,2
"umich",3,3,3,5,1
"psuabington",4,5,4,5,4
"umich",5,6,6,5,5
"umich",4,6,3,3,1
"psuabingtontab",3,6,4,2,3
"psuabingtontab",6,7,7,6,7
"psuabington",2,2,2,2,1
"psuabington",5,5,6,5,5
"ithaca",4,7,7,5,6
"williampat",5,6,5,5,3
"williampat",3,7,7,7,3
"marian",5,4,6,7,3
"marian",5,6,3,3,2
"psuabingtontab",6,7,6,5,6
"psuabington",2,3,5,6,2
"psuabington",4,3,5,5,4
"williampat",5,6,6,6,5
"ithaca",4,5,6,3,3
"ithaca",7,7,7,7,7
"psuabington",2,4,4,2,2
"ithaca",4,4,4,4,3
"ithaca",5,6,6,6,5
"williampat",4,2,6,4,3
"williampat",5,4,4,5,5
"psuabington",1,2,2,4,1
"psuabingtontab",3,2,5,6,3
"psuabington",6,6,7,5,7
"psuabingtontab",2,2,2,2,2
"umich",3,4,4,5,3
"umich",5,3,6,3,1
"umich",7,7,7,7,7
"umich",5,6,6,7,5
"umich",7,7,7,7,7
"umich",3,5,6,6,5
"umich",5,7,5,6,2
"umich",2,4,2,5,1
"tamu",5,6,6,6,6
"tamu",6,4,5,5,7
"tamu",5,7,7,5,1
"psuabington",5,5,5,5,4
"psuabington",4,4,5,5,3
"psuabington",7,6,5,3,3
"tamu",5,5,5,5,5
"tamu",1,5,2,4,2
"psuabington",5,5,5,4,4
"psuabingtontab",1,2,3,5,2
"tamu",7,6,6,6,7
"psuabington",5,3,5,6,7
"tamu",6,6,7,6,5
"tamu",6,7,6,7,5
"tamu",5,6,6,6,5
"psuabingtontab",4,5,3,4,2
"tamu",1,2,2,1,1
"psuabington",3,4,5,7,5
"psuabington",2,3,2,4,3
"psuabingtontab",5,6,5,6,4
"tamu",7,5,5,6,6
"psuabington",4,4,3,5,5
"psuabington",4,4,4,3,2
"psuabington",6,6,6,6,5
"psuabington",5,6,5,5,6
"tamu",4,3,3,5,4
"tamu",5,7,7,4,3
"tamu",4,4,4,5,3
"mariantab",1,2,1,3,5
"tamu",1,1,1,5,2
"tamu",7,6,7,6,5
"marianipad",5,6,6,5,2
"marianipad",3,3,3,6,6
"marianipad",2,2,3,1,6
"tamu",7,7,7,7,7
"tamu",3,3,3,5,1
"tamu",2,3,3,5,2
"tamu",6,7,7,7,7
"tamu",6,6,6,6,5
"tamu",7,7,7,6,6
"tamu",4,5,5,2,2
"tamu",7,7,7,7,7
"williampat",6,6,6,7,6
"tamu",7,6,6,6,5
"marianipad",6,6,6,5,3
"tamu",5,5,5,3,6
"tamu",6,5,6,6,2
"tamu",5,6,6,7,6
"tamu",5,7,7,7,3
"psuabington",6,6,6,6,6
"psuabingtontab",1,1,4,1,1
"tamu",2,3,5,5,6
"tamu",5,6,6,6,7
"psuabingtontab",4,4,4,4,3
"tamu",6,6,6,6,6
"psuabingtontab",5,7,4,7,4
"tamu",5,7,6,6,6
"tamu",5,6,6,6,6
"psuabingtontab",6,7,7,7,4
"tamu",2,6,3,5,2
"psuabingtontab",3,5,4,3,3
"tamu",7,7,7,5,6
"tamu",6,6,6,7,6
"tamu",6,6,7,6,3
"tamu",2,3,3,3,1
"tamu",5,6,7,6,3
"tamu",6,6,4,6,6
"tamu",5,5,5,5,7
"marianipad",4,2,5,6,7
"tamu",6,6,6,6,6
"tamu",6,6,7,7,5
"psuabington",2,3,3,4,2
"tamu",3,4,3,3,2
"psuabington",6,5,6,7,3
"tamu",6,6,6,6,4
"tamu",3,3,3,5,3
"tamu",7,7,7,6,5
"tamu",4,4,5,5,2
"tamu",6,6,6,4,5
"marianipad",6,6,6,5,6
"tamu",2,4,5,7,2
"tamu",6,6,6,6,5
"tamu",5,5,6,6,3
"tamu",5,4,5,5,3
"psuabingtontab",5,5,6,6,3
"psuabingtontab",5,4,5,6,3
"psuabington",5,3,5,3,2
"psuabingtontab",2,2,2,3,3
"mariantab",4,5,6,4,2
"marianipad",6,6,6,6,7
"marian",5,5,6,6,6
"marian",6,7,6,4,6
"marian",5,5,5,5,5
"marian",5,6,6,5,3
"marian",6,6,6,7,5
"marian",4,5,4,4,4
"marian",5,4,4,4,3
"marian",5,3,5,5,2
"marian",2,2,6,5,2
"marian",4,6,6,6,6
"marian",6,6,7,7,7
"marian",7,7,7,7,7
"marian",5,6,6,5,2
"marian",4,4,7,4,1
"marian",5,5,6,6,5
"marian",6,5,6,7,7
"marianipad",6,3,6,6,5
"psuabington",5,6,5,4,4
"psuabingtontab",3,4,5,6,1
"psuabington",5,6,6,5,5
"psuabingtontab",4,6,7,4,4
"psuabingtontab",5,4,5,5,4
"psuabington",2,4,4,3,5
"psuabingtontab",6,5,5,6,4
"psuabingtontab",6,5,6,4,3
"psuabington",5,6,5,5,6
"psuabington",3,3,3,5,3
"psuabington",5,6,5,2,3
"williampat",5,5,5,5,6
"psuabingtontab",3,4,5,6,3
"psuabington",7,7,7,7,7
"psuabington",5,4,5,6,3
"psuabington",6,7,7,6,2
"psuabington",2,5,4,2,3
"psuabington",3,4,3,5,6
"williampat",4,5,5,5,3
"psuabingtontab",6,5,6,5,6
"psuabington",4,3,4,4,1
"occid",7,7,7,7,7
"occidtab",5,7,7,7,2
"psuabington",3,6,6,6,5
"williampat",1,1,1,1,1
"mariantab",5,2,5,6,5
"occid",5,6,6,5,4
"occid",2,7,5,7,2
"psuabingtontab",6,5,6,5,4
"occidtab",3,3,3,2,1
"occid",7,7,7,7,7
"occidtab",5,6,7,6,6
"occidtab",6,6,7,6,3
"psuabingtontab",5,5,4,4,3
"occid",5,7,5,6,5
"umich",5,2,2,6,6
"umich",6,6,6,6,6
"umich",6,7,7,6,5
"umich",6,6,7,6,5
"umich",7,6,7,7,7
"umich",6,6,6,6,4
"umich",7,5,7,6,6
"psuabingtontab",3,4,3,3,3
"marianipad",2,1,1,5,7
"marianipad",5,4,5,6,5
"williampat",2,1,6,2,6
"williampat",5,5,5,5,3
"occid",2,2,2,3,2
"occid",6,7,7,7,6
"occidtab",6,5,3,5,2
"occid",5,6,6,7,1
"occid",4,7,6,4,1
"williampat",6,4,6,6,6
"occid",4,7,5,6,3
"occidtab",6,6,6,6,6
"occid",5,5,5,6,3
"occidtab",6,6,6,6,3
"occid",6,6,5,3,1
"occidtab",6,7,6,6,6
"occidtab",4,5,6,6,3
"occid",4,5,5,5,4
"williampat",7,5,7,7,7
"williampat",5,6,5,7,3
"williampat",5,2,6,5,3
"williampat",6,6,5,5,7
"occidtab",3,5,5,7,6
"williampat",5,5,5,2,2
"williampat",3,6,6,6,5
"williampat",1,7,7,1,7
"occid",5,5,7,7,7
"occid",7,4,6,5,4
"mariantab",4,4,5,5,3
"williampat",4,3,5,4,3
"williampat",4,2,4,3,3
"occid",3,5,5,3,2
"occid",3,6,3,6,1
"occidtab",6,7,5,6,6
"mariantab",7,7,7,7,5
"williampat",5,6,5,4,6
"williampat",4,7,4,2,2
"umich",5,7,6,7,5
"umich",2,5,5,6,3
"umich",6,7,7,6,6
"umich",3,4,3,5,4
"umich",6,6,6,5,6
"umich",6,6,6,5,3
"umich",5,4,3,3,2
"umich",5,7,6,5,2
"occidtab",3,3,6,6,3
"williampat",6,5,7,6,6
"williampat",6,7,7,2,6
"mariantab",1,2,5,4,3
"psumain",6,7,7,6,6
"psumain",5,7,7,7,4
"psumain",4,3,4,5,5
"psumain",5,6,6,5,6
"psumain",6,6,6,6,5
"psumain",5,6,6,5,6
"psumain",6,6,7,6,1
"psumain",5,6,6,6,5
"psumain",6,4,5,6,5
"williampat",1,6,1,1,1
"williampat",6,6,7,7,5
"psumain",2,1,4,5,3
"psumain",6,6,6,6,6
"psumain",6,6,6,6,3
"psumain",6,7,6,5,5
"williampat",2,5,4,2,2
"psumain",2,6,3,6,1
"psumain",5,3,6,4,5
"psumain",7,7,7,7,7
"psumain",5,6,5,6,5
"psumain",5,6,6,6,6
"psumain",5,5,5,5,4
"psumain",5,7,6,7,6
"williampat",4,3,4,3,3
"occid",5,6,5,5,5
"williampat",2,7,4,6,2
"williampat",6,5,6,5,7
"marianipad",3,6,2,5,3
"occid",2,4,2,3,3
"psumain",3,6,5,3,3
"psumain",6,4,6,3,2
"psumain",6,6,6,6,3
"psumain",5,5,5,5,5
"psumain",5,6,6,6,6
"psumain",3,6,3,6,1
"psumain",5,7,5,6,3
"psumain",6,6,6,7,6
"psumain",4,3,3,5,2
"psumain",4,5,5,6,3
"psumain",6,5,6,6,6
"psumain",6,7,7,6,7
"psumain",3,3,5,5,5
"psumain",6,6,7,6,2
"psumain",6,5,6,6,5
"psumain",5,4,5,5,2
"psumain",7,7,7,7,7
"psumain",7,7,7,6,6
"psumain",5,6,6,3,4
"psumain",6,6,6,5,5
"psumain",6,6,6,6,6
"psumain",6,6,6,6,3
"psumain",6,5,6,6,6
"psumain",2,2,2,3,1
"psumain",6,7,7,7,7
"occidtab",6,6,7,6,6
"occidtab",6,7,6,7,6
"mariantab",1,3,3,3,1
"occid",7,7,7,7,7
"occidtab",5,6,5,4,4
"occidtab",5,5,6,5,5
"occid",5,7,5,7,4
"occid",5,3,5,4,5
"occidtab",4,5,4,5,3
"occidtab",6,7,6,5,5
"occidtab",4,5,5,5,6
"occid",5,6,6,7,6
"occid",6,6,6,7,7
"occid",3,3,4,5,2
"occidtab",3,3,4,4,3
"occidtab",7,6,6,6,7
"marian",7,6,6,6,6
"occidtab",3,5,5,4,2
"williampat",3,5,5,3,3
"williampat",2,4,2,5,1
"williampat",6,5,6,7,5
"williampat",4,6,7,4,1
"williampat",5,6,6,6,6
"mariantab",2,3,3,5,4
"mariantab",4,6,4,2,3
"marian",6,6,7,6,6
"marian",5,5,6,3,3
"marian",5,6,6,6,6
"marian",4,3,3,5,2
"marian",3,7,7,7,2
"marian",3,5,6,6,6
"marian",6,2,5,6,5
"marian",1,4,1,2,1
"mariantab",2,5,3,5,7
"mariantab",6,6,6,7,6
"williampat",5,2,6,7,2
"williampat",7,7,7,7,6
"williampat",5,5,6,6,3
"williampat",6,7,6,6,5
"williampat",4,5,6,6,2
"williampat",3,3,4,4,4
"williampat",2,1,3,6,3
"mariantab",6,7,5,7,6
"occidtab",4,5,5,6,6
"marianipad",2,5,6,5,1
"marianipad",4,6,6,5,7
"occidtab",6,6,6,5,5
"williampat",3,4,5,2,1
"williampat",4,3,4,3,2
"occidtab",2,7,5,5,1
"occidtab",4,5,4,5,2
"occidtab",5,6,2,4,2
"mariantab",3,5,5,5,5
"williampat",5,5,5,6,3
"williampat",4,6,5,5,2
"marianipad",5,6,6,5,6
"psuabingtontab",6,6,6,6,5
"williampat",6,7,6,7,5
"occidtab",4,5,5,6,4
"occidtab",3,5,6,5,6
"occidtab",6,6,6,7,6
"occidtab",6,6,6,6,5
"occidtab",5,7,6,5,5
"occidtab",2,7,5,5,5
"occidtab",6,6,6,6,6
"occidtab",4,4,5,5,2
"occidtab",6,5,6,5,6
"occidtab",1,7,4,5,1
"occid",6,6,7,7,6
"occid",4,7,6,5,4
"occidtab",5,5,7,6,6
"occidtab",6,6,7,7,3
"occid",5,6,6,6,5
"mturk",6,7,6,6,6
"mturk",5,5,5,5,1
"mturk",1,1,1,1,1
"mturk",1,2,2,1,1
"mturk",5,5,5,6,2
"mturk",2,3,3,3,1
"mturk",4,4,5,5,3
"mturk",4,5,5,4,2
"mturk",3,3,3,3,1
"mturk",5,4,6,5,2
"mturk",1,1,1,1,2
"mturk",6,6,6,6,3
"mturk",1,1,1,1,1
"mturk",5,5,6,6,2
"mturk",6,5,6,5,2
"mturk",5,5,6,6,2
"mturk",6,6,6,6,5
"mturk",2,2,4,5,2
"mturk",6,7,6,7,7
"mturk",3,4,4,3,2
"mturk",6,6,6,2,3
"mturk",6,5,6,5,3
"mturk",2,2,2,2,2
"mturk",2,2,5,5,2
"mturk",3,3,3,3,2
"mturk",4,5,5,5,1
"mturk",5,5,5,5,5
"mturk",3,3,3,3,3
"mturk",7,7,7,7,4
"mturk",5,7,6,6,5
"mturk",6,6,6,6,6
"mturk",5,3,5,5,5
"mturk",7,7,6,7,7
"mturk",5,5,5,5,5
"mturk",6,6,6,6,5
"mturk",5,6,5,5,2
"mturk",2,2,2,2,2
"mturk",5,3,6,5,2
"mturk",2,3,3,3,2
"mturk",7,7,7,7,6
"mturk",7,7,7,7,7
"mturk",2,3,3,7,5
"mturk",1,4,3,3,2
"mturk",5,5,2,4,2
"mturk",7,7,7,7,6
"mturk",5,5,6,6,5
"mturk",6,6,6,6,4
"mturk",5,6,6,5,3
"mturk",3,3,4,5,1
"mturk",2,4,1,2,1
"mturk",5,6,6,3,3
"mturk",3,3,2,4,2
"mturk",5,5,5,4,3
"mturk",4,6,4,3,4
"mturk",3,3,5,2,5
"mturk",6,6,5,4,5
"mturk",5,6,5,5,1
"mturk",3,5,4,6,4
"mturk",2,5,1,2,3
"mturk",5,5,6,5,2
"mturk",5,5,6,5,5
"mturk",5,6,4,2,1
"mturk",7,7,7,7,7
"mturk",5,6,5,5,5
"mturk",2,2,2,3,4
"mturk",6,6,7,7,6
"mturk",6,6,6,6,6
"mturk",1,4,4,2,2
"mturk",6,6,6,6,5
"mturk",2,2,5,3,1
"mturk",4,4,6,3,5
"mturk",5,5,5,5,3
"mturk",5,6,6,6,5
"mturk",5,7,5,7,3
"mturk",2,2,4,5,3
"mturk",5,5,6,5,6
"mturk",7,7,7,7,7
"mturk",2,3,2,2,2
"mturk",6,6,6,6,6
"mturk",6,7,7,7,3
"mturk",4,5,4,4,4
"mturk",7,7,6,6,5
"mturk",5,6,6,6,5
"mturk",2,2,3,2,1
"mturk",5,5,6,6,3
"mturk",5,5,6,5,6
"mturk",6,5,6,6,6
"mturk",4,4,4,4,3
"mturk",5,6,6,7,4
"mturk",2,4,5,3,3
"mturk",7,7,7,7,7
"mturk",2,2,5,2,1
"mturk",5,5,6,5,7
"mturk",1,1,7,5,7
"mturk",6,6,7,6,5
"mturk",1,2,2,2,1
"mturk",3,3,5,5,7
"mturk",7,6,7,7,5
"mturk",5,5,5,5,5
"mturk",5,5,5,5,4
"mturk",4,4,4,3,1
"mturk",6,6,6,6,6
"mturk",5,5,5,5,5
"mturk",3,5,5,5,6
"mturk",5,6,6,6,2
"mturk",5,7,7,5,7
"mturk",2,3,3,3,1
"mturk",3,3,4,2,2
"mturk",6,6,6,6,6
"mturk",7,7,7,7,6
"mturk",2,3,3,5,1
"mturk",2,1,1,2,6
"mturk",7,7,7,7,7
"mturk",5,5,6,5,1
"mturk",6,5,6,6,3
"mturk",6,6,7,6,6
"mturk",2,3,3,2,2
"mturk",6,6,6,5,6
"mturk",1,1,1,1,1
"mturk",5,6,7,5,2
"mturk",3,3,5,5,5
"mturk",2,3,2,2,5
"mturk",7,7,7,7,7
"mturk",7,7,7,7,7
"mturk",3,4,5,2,1
"mturk",5,3,5,5,2
"mturk",6,6,6,6,5
"mturk",1,1,1,1,1
"mturk",5,5,5,4,4
"mturk",5,5,5,5,5
"mturk",6,6,6,6,5
"mturk",2,2,2,2,2
"mturk",2,2,2,5,7
"mturk",6,5,6,6,7
"mturk",5,7,6,6,3
"mturk",3,5,5,5,5
"mturk",5,6,5,5,5
"mturk",4,3,5,2,2
"mturk",6,6,6,6,6
"grazvienna",4,3,3,3,6
"grazvienna",6,6,7,6,7
"grazvienna",5,7,6,5,6
"grazvienna",2,4,6,6,6
"grazvienna",5,6,6,5,3
"grazvienna",6,7,6,7,7
"grazvienna",6,6,7,7,6
"grazvienna",5,5,6,7,6
"grazvienna",5,7,6,2,3
"grazvienna",5,6,6,7,6
"grazvienna",1,6,3,4,1
"grazvienna",5,6,7,6,5
"grazvienna",2,6,3,5,3
"grazvienna",6,7,6,7,6
"grazvienna",3,2,4,2,3
"grazvienna",3,5,5,4,2
"grazvienna",6,6,7,6,7
"grazvienna",6,6,6,7,6
"grazvienna",5,4,5,3,3
"grazvienna",2,3,3,4,3
"grazvienna",5,6,5,4,3
"grazvienna",2,2,2,2,1
"grazvienna",4,5,6,6,6
"grazvienna",7,7,6,7,7
"grazvienna",4,5,6,6,5
"grazvienna",5,6,6,5,4
"grazvienna",5,7,6,6,5
"grazvienna",3,5,6,3,1
"grazvienna",4,6,6,6,3
"grazvienna",7,6,6,6,7
"grazvienna",4,4,6,5,6
"grazvienna",3,3,4,2,2
"grazvienna",5,6,7,6,6
"grazvienna",4,6,6,6,2
"grazvienna",5,6,6,6,5
"grazvienna",5,6,7,6,5
"grazvienna",2,4,6,3,4
"grazvienna",6,6,6,7,6
"grazvienna",2,3,2,3,1
"grazvienna",6,5,6,6,5
"grazvienna",2,5,4,5,3
"grazvienna",4,6,5,6,3
"grazvienna",6,5,6,6,6
"grazvienna",4,6,6,5,7
"grazvienna",2,3,4,3,6
"grazvienna",6,6,6,6,6
"grazvienna",6,6,7,7,5
"grazvienna",5,6,7,3,5
"grazvienna",5,6,7,6,5
"grazvienna",6,7,7,6,3
"grazvienna",5,4,6,6,6
"grazvienna",3,6,3,3,1
"grazvienna",5,5,6,7,7
"grazvienna",5,7,6,6,5
"grazvienna",5,6,6,6,3
"grazvienna",5,6,6,6,4
"grazvienna",5,5,6,5,3
"grazvienna",5,6,6,6,6
"grazvienna",5,6,6,7,6
"grazvienna",6,5,6,4,7
"grazvienna",5,4,6,5,5
"grazvienna",5,5,3,6,3
"grazvienna",2,4,4,4,2
"grazvienna",5,6,6,6,6
"grazvienna",6,6,6,5,7
"grazvienna",6,7,7,6,6
"potsdam",5,7,2,7,5
"potsdam",6,5,7,7,6
"potsdam",6,6,6,7,6
"potsdam",6,7,6,6,3
"potsdam",6,3,5,6,5
"potsdam",6,6,6,6,6
"potsdam",5,6,6,6,3
"potsdam",6,5,6,6,3
"potsdam",6,7,5,6,5
"potsdam",3,5,5,5,3
"potsdam",6,6,7,6,6
"potsdam",3,6,5,3,4
"potsdam",6,7,6,7,6
"potsdam",6,5,6,5,2
"potsdam",5,5,6,6,6
"potsdam",5,6,6,7,6
"potsdam",7,7,6,6,7
"potsdam",4,5,6,5,3
"potsdam",5,6,6,6,6
"potsdam",5,6,6,6,5
"potsdam",2,1,2,6,2
"potsdam",6,6,6,7,6
"potsdam",6,6,6,7,6
"potsdam",6,5,6,5,6
"potsdam",5,4,6,4,6
"potsdam",6,7,6,4,5
"potsdam",7,7,7,5,7
"potsdam",5,5,6,6,5
"potsdam",3,4,5,5,4
"potsdam",5,3,6,5,6
"potsdam",3,6,5,5,3
"potsdam",5,6,6,6,5
"potsdam",6,6,6,6,6
"potsdam",5,6,6,5,5
"potsdam",5,4,6,6,6
"potsdam",4,2,4,5,5
"potsdam",6,5,6,7,6
"potsdam",6,7,7,7,1
"potsdam",6,5,6,6,7
"potsdam",6,7,7,7,6
"potsdam",6,5,5,6,5
"potsdam",6,6,6,7,4
"potsdam",6,7,7,6,6
"potsdam",3,2,4,5,3
"potsdam",6,6,7,7,7
"potsdam",6,6,6,6,5
"potsdam",5,6,6,6,6
